Adresse,Post nr.,Pris,År,Størrelse (m2),Værelser,Toiletter,Handel
Rughøjvænget 7A,"Bellinge, 5250 Odense SV",1750000.0,2021,87,3,1,Fri handel
Hunderupvej 128,5230 Odense M,5995000.0,2021,185,5,3,Fri handel
Anderupvænget 51,"Anderup, 5270 Odense N",1700000.0,2021,136,6,2,Fri handel
Ingrids Allé 21,"Dalum, 5250 Odense SV",4675000.0,2021,138,5,1,Fri handel
Brolandvej 36,"Agedrup, 5320 Agedrup",3000000.0,2021,152,4,2,Fri handel
"Krudthusgade 5, 1.",5000 Odense C,1850000.0,2021,74,2,1,Fri handel
"Krudthusgade 5, st. 10.",5000 Odense C,1850000.0,2021,69,3,1,Fri handel
Ellekratvej 13,"Ejlstrup, 5200 Odense V",2100000.0,2021,110,5,1,Fri handel
Rødtjørnvej 47,"Ejlstrup, 5200 Odense V",3595000.0,2021,150,5,2,Fri handel
"Slåenvej 2, st.",5220 Odense SØ,1450000.0,2021,78,3,1,Fri handel
N. Tørrings Vej 10,"Fraugde, 5220 Odense SØ",1895000.0,2021,192,6,1,Fri handel
Rypebakken 5,"Snestrup, 5210 Odense NV",2590000.0,2021,157,6,2,Fri handel
"Æbleparken 164, st.","Søhus, 5270 Odense N",795000.0,2021,59,2,1,Fri handel
Abels Allé 4,"Sanderum, 5250 Odense SV",2700000.0,2021,157,5,2,Fri handel
Sukkervænget 9,5000 Odense C,3250000.0,2021,110,4,2,Fri handel
Rødtjørnvej 35,"Ejlstrup, 5200 Odense V",2995000.0,2021,185,5,2,Fri handel
Tværvej 14,"Seden, 5240 Odense NØ",1825000.0,2021,133,4,2,Fri handel
Næsbyvej 106,"Næsby, 5270 Odense N",1475000.0,2021,100,3,2,Fri handel
Georgsgade 91,5000 Odense C,4150000.0,2021,105,4,2,Fri handel
Østre Stationsvej 41S,5000 Odense C,1565000.0,2021,59,2,1,Fri handel
Kartoffelhaven 27,"Bullerup, 5320 Agedrup",1135000.0,2021,205,7,2,Fri handel
Haugstedgårdsvej 4,5230 Odense M,6895000.0,2021,194,8,2,Fri handel
"Floravænget 44, st.","Dalum, 5250 Odense SV",865000.0,2021,58,2,1,Fri handel
Romerdalen 63,"Bellinge, 5250 Odense SV",3350000.0,2021,150,5,2,Fri handel
Giersingvænget 16,5220 Odense SØ,2200000.0,2021,103,4,1,Fri handel
Fædresmindevej 80,"Sanderum, 5250 Odense SV",3175000.0,2021,149,5,3,Fri handel
"Rugårdsvej 178, st. th.","Tarup, 5210 Odense NV",2900000.0,2021,60,1,1,Fri handel
"Rugårdsvej 178, 1.","Tarup, 5210 Odense NV",2900000.0,2021,94,3,1,Fri handel
Vilhelm Kyhns Vej 28,5230 Odense M,2680000.0,2021,127,4,1,Fri handel
Mågebakken 180,"Sanderum, 5250 Odense SV",2450000.0,2021,94,4,1,Fri handel
"Rugårdsvej 178, st. tv.","Tarup, 5210 Odense NV",2900000.0,2021,60,2,1,Fri handel
Solskinsvej 9,"Sanderum, 5250 Odense SV",2495000.0,2021,171,3,2,Fri handel
"Vesterbro 52, 2. th.",5000 Odense C,1495000.0,2021,60,2,1,Fri handel
"Æbleparken 29, 3.","Søhus, 5270 Odense N",735000.0,2021,59,2,1,Fri handel
"Floravænget 20, 2.","Dalum, 5250 Odense SV",1000000.0,2021,82,3,1,Fri handel
Axelvænget 2,"Sanderum, 5250 Odense SV",3975000.0,2021,140,4,2,Fri handel
Mosegårdsvej 71,5000 Odense C,4495000.0,2021,145,7,2,Fri handel
"Middelfartvej 137, 1. tv.","Bolbro, 5200 Odense V",1050000.0,2021,60,2,1,Fri handel
Kroggårdvej 28,"Næsby, 5270 Odense N",2425000.0,2021,103,4,1,Fri handel
"Skibhusvej 179, 2. tv.",5000 Odense C,1380000.0,2021,68,2,1,Fri handel
Guldrankevej 98,5200 Odense V,2995000.0,2021,114,3,2,Fri handel
Mågebakken 109,"Sanderum, 5250 Odense SV",2595000.0,2021,130,5,2,Fri handel
Ejlstrupvej 181A,"Ejlstrup, 5200 Odense V",2410000.0,2021,167,4,2,Fri handel
Gartnervænget Øst 22A,"Aasum, 5240 Odense NØ",1800000.0,2021,157,5,2,Fri handel
"Nørregade 31A, 1.",5000 Odense C,4930000.0,2021,184,6,2,Fri handel
Mensalgårdvej 4,"Hjallese, 5260 Odense S",2250000.0,2021,134,4,2,Fri handel
Dronning Olgas Vej 40A,5000 Odense C,1550000.0,2021,123,4,2,Fri handel
Gartnervænget Øst 22B,"Aasum, 5240 Odense NØ",1800000.0,2021,128,3,2,Fri handel
Windelsvej 22,5000 Odense C,3500000.0,2021,138,4,2,Fri handel
Strand Allé 34,"Seden, 5240 Odense NØ",1650000.0,2021,144,6,2,Fri handel
"Lundsgårdsvej 25, st.","Bolbro, 5200 Odense V",1850000.0,2021,62,2,1,Fri handel
"Sdr. Boulevard 228, 3.",5000 Odense C,2500000.0,2021,156,6,2,Fri handel
"Lundsgårdsvej 25, 1.","Bolbro, 5200 Odense V",1850000.0,2021,62,2,1,Fri handel
Skibhusvej 383,5000 Odense C,2815000.0,2021,104,4,1,Fri handel
Kvadrillevej 18,"Lumby, 5270 Odense N",1100000.0,2021,89,3,1,Fri handel
Vangelystvej 5,"Sanderum, 5250 Odense SV",3275000.0,2021,144,5,2,Fri handel
"Æbleparken 26, 2.","Søhus, 5270 Odense N",600000.0,2021,59,2,1,Fri handel
Kolibrivænget 3,"Snestrup, 5210 Odense NV",600000.0,2021,95,4,1,Fri handel
Strandvejen 41,"Seden, 5240 Odense NØ",1675000.0,2021,106,4,1,Fri handel
Vibekevej 7,"Dyrup, 5250 Odense SV",3650000.0,2021,143,5,2,Fri handel
"Rødegårdsvej 41, 4. th.",5000 Odense C,1450000.0,2021,61,2,1,Fri handel
"Hunderupvej 61A, st. tv.",5000 Odense C,17000000.0,2021,56,3,1,Fri handel
Hestehøjvej 89,"Højby, 5260 Odense S",2550000.0,2021,167,6,2,Fri handel
Bekkasinvej 11,"Snestrup, 5210 Odense NV",2100000.0,2021,152,6,1,Fri handel
Kartoffelhaven 25,"Bullerup, 5320 Agedrup",1235000.0,2021,230,7,2,Fri handel
Skovalléen 17,"Dalum, 5250 Odense SV",6350000.0,2021,207,6,2,Fri handel
Kærvej 2,"Over Holluf, 5220 Odense SØ",1900000.0,2021,110,5,1,Fri handel
Søballehøjen 22,"Næsbyhoved-Broby, 5270 Odense N",3975000.0,2021,178,5,2,Fri handel
Kragenæsvej 18,"Seden, 5240 Odense NØ",1300000.0,2021,143,5,1,Fri handel
Kochsgade 114,5000 Odense C,3550000.0,2021,173,5,3,Fri handel
Pilevangen 8,"Tarup, 5210 Odense NV",1940000.0,2021,114,3,1,Fri handel
"Guldrankevej 21, st. 1.",5200 Odense V,1895000.0,2021,66,2,1,Fri handel
Slagkrogen 43,5220 Odense SØ,2300000.0,2021,113,4,2,Fri handel
Lindeallé 22,5230 Odense M,5950000.0,2021,167,7,2,Fri handel
"Munkerisvej 8, 1. th.",5230 Odense M,1360000.0,2021,71,2,1,Fri handel
Duedalen 56,5240 Odense NØ,1395000.0,2021,102,4,1,Fri handel
"Christiansgade 84, 3. 28.",5000 Odense C,300000.0,2021,41,1,1,Fri handel
Stigevej 299,"Stige, 5270 Odense N",1950000.0,2021,139,5,2,Fri handel
"Skibhusvej 181, 2. tv.",5000 Odense C,1685000.0,2021,75,3,1,Fri handel
Lærkevej 5,"Korup, 5210 Odense NV",2330000.0,2021,175,8,2,Fri handel
Marienlystvej 43,5000 Odense C,2750000.0,2021,112,4,2,Fri handel
H. Rasmussens Vej 6,5000 Odense C,4950000.0,2021,134,6,2,Fri handel
H.P. Simonsens Allé 43,"Sanderum, 5250 Odense SV",2700000.0,2021,83,3,2,Fri handel
Hødersvej 4,"Bolbro, 5200 Odense V",1422500.0,2021,181,5,2,Fri handel
Groløkkevænget 57,"Søhus, 5270 Odense N",1900000.0,2021,100,4,1,Fri handel
Vægtens Kvarter 241,"Holluf Pile, 5220 Odense SØ",2075000.0,2021,100,4,1,Fri handel
Hjallesevej 183,5230 Odense M,3437500.0,2021,122,5,1,Fri handel
"Guldrankevej 21, 2. 1.",5200 Odense V,1970000.0,2021,66,2,1,Fri handel
Lahnsgade 52B,5000 Odense C,3600000.0,2021,105,3,1,Fri handel
Præstegårdsvænget 39,"Tarup, 5210 Odense NV",2045000.0,2021,98,4,1,Fri handel
"Østre Stationsvej 41N, 5. 2.",5000 Odense C,2550000.0,2021,89,2,1,Fri handel
Tarupgårdsvej 26,"Tarup, 5210 Odense NV",2800000.0,2021,136,5,2,Fri handel
H.C. Lumbyes Vej 18,"Lumby, 5270 Odense N",1250000.0,2021,202,5,2,Fri handel
Krügersvej 21,5000 Odense C,6750000.0,2021,191,6,2,Fri handel
Sadolinsgade 156,5230 Odense M,7350000.0,2021,160,6,2,Fri handel
Valkendrupsgyden 121,"Næsbyhoved-Broby, 5270 Odense N",2425000.0,2021,140,5,2,Fri handel
Dahlsvej 40,"Stenløse, 5260 Odense S",13416200.0,2021,245,8,2,Fri handel
H. Rasmussens Vej 8,5000 Odense C,4630000.0,2021,137,5,1,Fri handel
"Guldrankevej 1, 1. 2.",5200 Odense V,2275000.0,2021,82,2,1,Fri handel
"Guldrankevej 11, 2. 1.",5200 Odense V,1970000.0,2021,66,2,1,Fri handel
Grønvej 105B,"Volderslev, 5260 Odense S",19426400.0,2021,243,6,2,Fri handel
Beravænget 6,"Højstrup, 5210 Odense NV",1996000.0,2021,95,4,1,Fri handel
Chr. Sonnes Vej 27B,5230 Odense M,3795000.0,2021,80,3,2,Fri handel
Stenløse Bygade 35,"Stenløse, 5260 Odense S",22930800.0,2021,171,4,2,Fri handel
Brændekilde Væde Vej 31,"Brændekilde, 5250 Odense SV",2575000.0,2021,287,8,3,Fri handel
"Skibhusvej 137, 1. th.",5000 Odense C,1465000.0,2021,70,2,1,Fri handel
"Skibhusvej 137, 1. th.",5000 Odense C,1465000.0,2021,70,2,1,Fri handel
Elleholmvej 34,"Ravnebjerg, 5250 Odense SV",1825000.0,2021,140,6,2,Fri handel
Bredbjergvej 41,5230 Odense M,2600000.0,2021,147,5,2,Fri handel
Stenløse Bygade 23,"Stenløse, 5260 Odense S",3947940.0,2021,194,6,2,Fri handel
Valnøddevej 71,"Stige, 5270 Odense N",2310000.0,2021,152,6,1,Fri handel
Toldbodgade 12,5000 Odense C,3175000.0,2021,137,5,2,Fri handel
Breidavej 25,"Paarup, 5210 Odense NV",3115025.0,2021,187,7,2,Fri handel
Spangsvej 36,"Paarup, 5210 Odense NV",3551000.0,2021,186,7,2,Fri handel
"Sdr. Boulevard 254, 1. tv.",5000 Odense C,1365000.0,2021,48,2,1,Fri handel
Musvågevej 51,"Snestrup, 5210 Odense NV",1700000.0,2021,109,4,1,Fri handel
Bøgebjergvej 36,5000 Odense C,4400000.0,2021,132,5,2,Fri handel
Guldrankevej 108,5200 Odense V,2995000.0,2021,114,3,2,Fri handel
Dragebakken 248,"Sanderum, 5250 Odense SV",1150000.0,2021,55,2,1,Fri handel
Emmavænget 7,"Næsby, 5270 Odense N",2595000.0,2021,114,5,2,Fri handel
Edvard Weies Vænge 1,5220 Odense SØ,1700000.0,2021,92,4,1,Fri handel
Ågade 9,"Næsby, 5270 Odense N",1131617.0,2021,130,5,2,Fri handel
Søparken 89,"Hjallese, 5260 Odense S",2910000.0,2021,178,8,3,Fri handel
Rosenvænget 30,"Dalum, 5250 Odense SV",5245000.0,2021,136,4,1,Fri handel
Lindvedparken 99,"Lindved, 5260 Odense S",2200000.0,2021,125,5,1,Fri handel
Ryttervejen 3,"Aasum, 5240 Odense NØ",2095000.0,2021,172,7,2,Fri handel
Kærnehøjvej 26,"Højby, 5260 Odense S",2150000.0,2021,137,4,1,Fri handel
Billeshavevej 39B,"Korup, 5210 Odense NV",1060000.0,2021,85,4,1,Fri handel
Capellavænget 20,"Paarup, 5210 Odense NV",3345000.0,2021,175,6,2,Fri handel
Haugstedsgade 13,5000 Odense C,5800000.0,2021,172,7,2,Fri handel
Munkemaen 142,"Anderup, 5270 Odense N",1378500.0,2021,76,3,1,Fri handel
Kristiansdals Allé 154,"Dalum, 5250 Odense SV",3475000.0,2021,180,6,2,Fri handel
Heltzensgade 22,5000 Odense C,2850000.0,2021,152,6,2,Fri handel
Dragebakken 189,"Sanderum, 5250 Odense SV",1500000.0,2021,85,4,1,Fri handel
"Middelfartvej 137, 2. th.","Bolbro, 5200 Odense V",1265000.0,2021,69,2,1,Fri handel
Volderslevvej 13,"Hjallese, 5260 Odense S",2480000.0,2021,150,6,3,Fri handel
"Åløkkehaven 58, 2. tv.",5000 Odense C,1350000.0,2021,65,2,1,Fri handel
Flintagergårdvej 73,"Bellinge, 5250 Odense SV",944480.0,2021,170,5,2,Fri handel
Højvang 169,"Næsby, 5270 Odense N",2175000.0,2021,97,5,2,Fri handel
"Østre Stationsvej 41N, 4. 1.",5000 Odense C,1950000.0,2021,83,2,1,Fri handel
Flittig Lise Vej 92,"Bellinge, 5250 Odense SV",2495000.0,2021,140,5,2,Fri handel
"Enggade 16, 1.",5000 Odense C,2500000.0,2021,96,4,1,Fri handel
Blåbærvej 168,"Hjallese, 5260 Odense S",1865000.0,2021,86,3,1,Fri handel
Niels Juels Allé 62,"Sanderum, 5250 Odense SV",2995000.0,2021,220,6,2,Fri handel
Sportoften 2B,"Agedrup, 5320 Agedrup",1875000.0,2021,152,5,2,Fri handel
"Enggade 16, st. th.",5000 Odense C,2500000.0,2021,42,2,1,Fri handel
Åbrinken 134,5220 Odense SØ,3995000.0,2021,181,5,2,Fri handel
Næsbyhave 119,"Næsby, 5270 Odense N",1665000.0,2021,99,5,1,Fri handel
"Enggade 16, st. tv.",5000 Odense C,2500000.0,2021,54,2,1,Fri handel
Frue Kirkestræde 1,5000 Odense C,2750000.0,2021,193,5,2,Fri handel
"Guldrankevej 21, 1. 3.",5200 Odense V,2275000.0,2021,82,2,1,Fri handel
Brombærvej 11,"Hjallese, 5260 Odense S",1375000.0,2021,83,3,1,Fri handel
Vægtens Kvarter 149,"Holluf Pile, 5220 Odense SØ",1705000.0,2021,75,3,1,Fri handel
"Nyborgvej 37, 3. th.",5000 Odense C,1370000.0,2021,54,2,1,Fri handel
Skt. Knuds Gade 16A,5000 Odense C,4695000.0,2021,178,6,2,Fri handel
Hjertegræsvej 9,"Slukefter, 5210 Odense NV",1670000.0,2021,101,4,1,Fri handel
"Buchwaldsgade 61A, 1. tv.",5000 Odense C,1475000.0,2021,55,2,1,Fri handel
Dyrupgårds Allé 108,"Dyrup, 5250 Odense SV",2250000.0,2021,120,5,1,Fri handel
Mariavænget 7,"Hjallese, 5260 Odense S",2900000.0,2021,111,4,1,Fri handel
Rugmarken 22,"Hjallese, 5260 Odense S",2415000.0,2021,109,4,2,Fri handel
Lunden 13,"Aasum, 5320 Agedrup",2900000.0,2021,138,8,1,Fri handel
Næsbyhave 110,"Næsby, 5270 Odense N",1830000.0,2021,100,4,1,Fri handel
Læssøegade 132,5230 Odense M,5000000.0,2021,150,8,3,Fri handel
Flittig Lise Vej 20,"Bellinge, 5250 Odense SV",2765000.0,2021,163,5,2,Fri handel
Ekkodalen 3,"Næsby, 5270 Odense N",2250000.0,2021,199,8,2,Fri handel
Skibhusvej 435,5000 Odense C,900000.0,2021,56,3,1,Fri handel
Tranehøjen 126,"Dyrup, 5250 Odense SV",1795000.0,2021,101,4,1,Fri handel
Hjulets Kvarter 215,"Holluf Pile, 5220 Odense SØ",2525000.0,2021,132,4,1,Fri handel
Hedelundmarken 8,"Stige, 5270 Odense N",4150000.0,2021,180,5,2,Fri handel
Ugletoften 58,"Højby, 5260 Odense S",2095000.0,2021,96,4,1,Fri handel
Benzons Allé 6,"Dalum, 5250 Odense SV",6925000.0,2021,187,6,2,Fri handel
Brændekildevej 29,"Bellinge, 5250 Odense SV",2260000.0,2021,132,5,2,Fri handel
Njalsvej 57,"Højstrup, 5210 Odense NV",1595000.0,2021,87,4,1,Fri handel
Toften 9,"Fraugde, 5220 Odense SØ",2075000.0,2021,140,7,1,Fri handel
Slagkrogen 71,5220 Odense SØ,2300000.0,2021,112,4,1,Fri handel
"Schacksgade 24, st. th.",5000 Odense C,1575000.0,2021,64,2,1,Fri handel
Kærvej 14,"Over Holluf, 5220 Odense SØ",2995000.0,2021,190,6,2,Fri handel
"Chr. Sonnes Vej 11, 2. th.",5230 Odense M,1950000.0,2021,75,3,1,Fri handel
Kragsbjergvej 13,5000 Odense C,3600000.0,2021,116,3,2,Fri handel
Nedergade 9B,5000 Odense C,5500000.0,2021,200,7,2,Fri handel
Ellekærsvej 13,"Dalum, 5250 Odense SV",1566000.0,2021,150,5,1,Fri handel
Hyldegårdsvej 19,"Seden, 5240 Odense NØ",2505000.0,2021,120,4,2,Fri handel
"Fengersvej 31, 1.",5230 Odense M,2247500.0,2021,95,3,1,Fri handel
Lærkedals Allé 46,"Dalum, 5250 Odense SV",3285000.0,2021,148,5,1,Fri handel
"Thomas B. Thriges Gade 83, 4. 2.",5000 Odense C,900000.0,2021,72,3,1,Fri handel
Rensdyrløkken 21,"Slukefter, 5210 Odense NV",2250000.0,2021,113,4,1,Fri handel
Østparken 67,"Fraugde, 5220 Odense SØ",1395000.0,2021,85,3,1,Fri handel
Dronning Louises Vej 19,5000 Odense C,2600000.0,2021,93,4,2,Fri handel
Valkendrupsgyden 109,"Næsbyhoved-Broby, 5270 Odense N",1970000.0,2021,145,4,2,Fri handel
Østparken 34,"Fraugde, 5220 Odense SØ",2495000.0,2021,126,4,3,Fri handel
"Skt. Jørgens Gade 96, 2.",5000 Odense C,1695000.0,2021,65,2,1,Fri handel
Edvard Weies Vænge 12,5220 Odense SØ,2010000.0,2021,92,4,1,Fri handel
Ankergade 10,5000 Odense C,1495000.0,2021,68,3,1,Fri handel
Rullekrovej 23,"Søhus, 5270 Odense N",1805000.0,2021,111,3,1,Fri handel
Ved Vejgården 28,"Kirkendrup, 5270 Odense N",1550000.0,2021,94,3,1,Fri handel
Grønnevangen 7,"Snestrup, 5210 Odense NV",1875000.0,2021,110,4,1,Fri handel
Bøllemosegyden 10,"Ravnebjerg, 5491 Blommenslyst",1165000.0,2021,104,4,2,Fri handel
"Æbleparken 144, 1.","Søhus, 5270 Odense N",895000.0,2021,61,2,1,Fri handel
Strandholtvej 4,"Stige, 5270 Odense N",2135000.0,2021,146,4,2,Fri handel
Søparken 99,"Hjallese, 5260 Odense S",1795000.0,2021,116,4,2,Fri handel
Hjertegræsvej 21,"Slukefter, 5210 Odense NV",1950000.0,2021,145,5,2,Fri handel
"Vesterbro 44, 2. tv.",5000 Odense C,2550000.0,2021,111,3,1,Fri handel
Østbirkvej 19,"Seden, 5240 Odense NØ",1350000.0,2021,210,7,2,Fri handel
Thune Nielsens Vej 20,"Næsby, 5270 Odense N",3100000.0,2021,130,5,2,Fri handel
Kartoffelhaven 23,"Bullerup, 5320 Agedrup",1216000.0,2021,171,5,2,Fri handel
Slettensvej 123,"Søhus, 5270 Odense N",1245000.0,2021,110,4,2,Fri handel
Snedronningen 22,"Seden, 5240 Odense NØ",3550000.0,2021,140,3,2,Fri handel
"Allégade 82, 1.",5000 Odense C,5300000.0,2021,138,5,2,Fri handel
Prins Haralds Allé 83,"Sanderum, 5250 Odense SV",3500000.0,2021,193,6,2,Fri handel
Pederstrupvej 12,"Slukefter, 5210 Odense NV",1215000.0,2021,126,4,1,Fri handel
"Allégade 82, st.",5000 Odense C,5300000.0,2021,78,3,1,Fri handel
"Skt. Hans Gade 91, 1.",5000 Odense C,1275000.0,2021,64,3,1,Fri handel
Kroggårdvej 65,"Næsby, 5270 Odense N",2580000.0,2021,148,4,2,Fri handel
Kroggårdvej 26,"Næsby, 5270 Odense N",2610000.0,2021,176,8,2,Fri handel
Mosegårdsvej 51,5000 Odense C,3550000.0,2021,132,3,2,Fri handel
"Reventlowsvej 54, 1. tv.",5000 Odense C,2000000.0,2021,81,3,1,Fri handel
"Østre Stationsvej 39A, st. 3.",5000 Odense C,1530000.0,2021,55,2,1,Fri handel
Tranehøjen 58,"Dyrup, 5250 Odense SV",4650000.0,2021,232,9,2,Fri handel
Munkebjergvej 110,5230 Odense M,2400000.0,2021,141,4,2,Fri handel
Guldrankevej 82,5200 Odense V,2995000.0,2021,114,3,2,Fri handel
Guldrankevej 84,5200 Odense V,2995000.0,2021,114,3,2,Fri handel
Guldrankevej 86,5200 Odense V,2995000.0,2021,114,3,2,Fri handel
Olaf Ryes Gade 2C,5000 Odense C,5950000.0,2021,98,6,2,Fri handel
Kastanievej 28,5230 Odense M,5600000.0,2021,142,4,3,Fri handel
Hyldemor 9,"Næsby, 5270 Odense N",2335000.0,2021,118,4,2,Fri handel
Guldsmedevænget 19,"Hjallese, 5260 Odense S",1795000.0,2021,85,3,1,Fri handel
Tranehøjen 370,"Dyrup, 5250 Odense SV",2250000.0,2021,110,4,1,Fri handel
Pilegården 56,"Seden, 5240 Odense NØ",2825000.0,2021,151,6,2,Fri handel
Saxovej 170,"Højstrup, 5210 Odense NV",1160000.0,2021,78,4,1,Fri handel
"Æbleparken 19, 1.","Søhus, 5270 Odense N",670000.0,2021,59,2,1,Fri handel
Brolandvej 25,"Agedrup, 5320 Agedrup",2700000.0,2021,145,4,1,Fri handel
Gelskovvænget 10,5230 Odense M,1905000.0,2021,113,3,1,Fri handel
Krudthusgade 12,5000 Odense C,4300000.0,2021,134,1,2,Fri handel
Flaskehalsen 40,"Seden, 5240 Odense NØ",2200000.0,2021,224,7,4,Fri handel
Solskinshøjen 35,"Sanderum, 5250 Odense SV",2295000.0,2021,100,4,2,Fri handel
Højvænget 1,5230 Odense M,5745000.0,2021,130,5,1,Fri handel
Cypresvænget 9,"Stige, 5270 Odense N",2695000.0,2021,172,5,2,Fri handel
Tolderlundsvej 85,5000 Odense C,2650000.0,2021,171,1,2,Fri handel
Herluf Trolles Vej 367,5220 Odense SØ,2600000.0,2021,125,5,2,Fri handel
Ørbækvej 817,"Davinde, 5220 Odense SØ",1695000.0,2021,173,6,2,Fri handel
Rubinvej 2,"Tarup, 5210 Odense NV",2160000.0,2021,128,4,1,Fri handel
Skt. Hans Gade 25,5000 Odense C,2215000.0,2021,92,5,2,Fri handel
Ryleholmen 21,"Seden, 5240 Odense NØ",3470000.0,2021,174,6,2,Fri handel
"Englandsgade 16, 1. tv.",5000 Odense C,4750000.0,2021,132,3,2,Fri handel
"Rødegårdsvej 35, 2. 16.",5000 Odense C,830000.0,2021,36,1,1,Fri handel
Roers Allé 12,"Tarup, 5210 Odense NV",2195000.0,2021,113,5,2,Fri handel
Hostrupsvej 4,5230 Odense M,5695000.0,2021,163,6,2,Fri handel
"Christmas Møllers Vej 1, st. 1.","Bolbro, 5200 Odense V",1335000.0,2021,79,4,1,Fri handel
Bakkevej 10,"Tarup, 5210 Odense NV",2555000.0,2021,111,4,1,Fri handel
Egevej 12,"Ejlstrup, 5200 Odense V",2295000.0,2021,130,4,3,Fri handel
"Malmøgade 10, st. th.",5000 Odense C,1550000.0,2021,69,2,1,Fri handel
Tranehøjen 186,"Dyrup, 5250 Odense SV",1845000.0,2021,101,4,1,Fri handel
Åsumvej 253,5240 Odense NØ,1800000.0,2021,128,4,1,Fri handel
Kartoffelhaven 19,"Bullerup, 5320 Agedrup",1000000.0,2021,163,5,2,Fri handel
Guldrankevej 106,5200 Odense V,2995000.0,2021,114,3,2,Fri handel
Tarupvej 1,"Tarup, 5210 Odense NV",3245000.0,2021,112,4,2,Fri handel
"Holmehusvej 65, 1. tv.",5000 Odense C,1675000.0,2021,67,2,1,Fri handel
Mølleløkken 2,"Næsby, 5270 Odense N",2165000.0,2021,132,5,2,Fri handel
"Guldrankevej 21, 2. 3.",5200 Odense V,2111250.0,2021,82,2,1,Fri handel
Morelvej 191,"Sanderum, 5250 Odense SV",1525000.0,2021,74,2,1,Fri handel
Åsumvej 511,5240 Odense NØ,1315000.0,2021,75,3,1,Fri handel
Ediths Allé 6,"Dyrup, 5250 Odense SV",5495000.0,2021,199,5,2,Fri handel
Victoriagade 12,5000 Odense C,4500000.0,2021,145,6,2,Fri handel
Fredens Allé 13,"Dalum, 5250 Odense SV",4250000.0,2021,126,4,1,Fri handel
Svenstrupvej 29C,"Skt Klemens, 5260 Odense S",1325000.0,2021,132,5,2,Fri handel
Fuglebakken 234,"Snestrup, 5210 Odense NV",985500.0,2021,138,4,2,Fri handel
Prins Olufs Vænge 1,"Dalum, 5250 Odense SV",4600000.0,2021,162,5,2,Fri handel
Lindved Møllevej 25,"Lindved, 5260 Odense S",2385000.0,2021,100,3,2,Fri handel
Ny Vestergade 6B,5000 Odense C,3800000.0,2021,99,2,2,Fri handel
Ildfuglevænget 82,"Hjallese, 5260 Odense S",1950000.0,2021,106,3,2,Fri handel
Grævlingløkken 12,"Korup, 5210 Odense NV",2275000.0,2021,181,4,2,Fri handel
Allingtonvænget 16,"Søhus, 5270 Odense N",347106.0,2021,55,2,1,Fri handel
Volderslev Bygade 1,"Volderslev, 5260 Odense S",1775000.0,2021,204,7,1,Fri handel
Fuglebakken 178,"Snestrup, 5210 Odense NV",1890000.0,2021,140,6,2,Fri handel
Mosevænget 19,"Stige, 5270 Odense N",3850000.0,2021,167,4,2,Fri handel
"Heliosvænget 40, 2. 4.","Dalum, 5250 Odense SV",1240000.0,2021,80,2,1,Fri handel
Buen 37,"Bullerup, 5320 Agedrup",2045000.0,2021,136,4,2,Fri handel
"Thujavej 52, st. 4.","Dyrup, 5250 Odense SV",550000.0,2021,58,2,2,Fri handel
"Promenadebyen 30, 5. 3.",5000 Odense C,2250000.0,2021,62,2,1,Fri handel
Skrænten 43,"Næsby, 5270 Odense N",1426000.0,2021,79,3,1,Fri handel
Ediths Allé 18,"Dyrup, 5250 Odense SV",9175000.0,2021,265,3,2,Fri handel
Langelinie 100B,5230 Odense M,7800000.0,2021,215,6,2,Fri handel
Rosenholmvænget 9,"Søhus, 5270 Odense N",1730000.0,2021,105,4,1,Fri handel
Granvej 9,"Dyrup, 5250 Odense SV",2300000.0,2021,208,8,2,Fri handel
Anderupvænget 59,"Anderup, 5270 Odense N",2425000.0,2021,190,7,2,Fri handel
Lundsvænget 6,"Næsby, 5270 Odense N",3500000.0,2021,153,5,2,Fri handel
Carlsen-Skiødts Vej 68,5220 Odense SØ,1562500.0,2021,100,4,1,Fri handel
Lundekærsvej 27,"Bellinge, 5250 Odense SV",2705000.0,2021,170,4,2,Fri handel
"Krudthusgade 21, st.",5000 Odense C,1250000.0,2021,57,2,1,Fri handel
Gartnerlunden 30,"Anderup, 5270 Odense N",3595000.0,2021,160,5,2,Fri handel
"Heliosvænget 36, 1. 4.","Dalum, 5250 Odense SV",1400000.0,2021,113,4,2,Fri handel
Windelsvej 14,5000 Odense C,2995000.0,2021,122,5,2,Fri handel
"Middelfartvej 54, 3. th.","Bolbro, 5200 Odense V",1555000.0,2021,85,4,1,Fri handel
"Holmehusvej 34, st. th.",5000 Odense C,1545000.0,2021,62,2,1,Fri handel
Saxovænget 11,"Højstrup, 5210 Odense NV",780774.0,2021,155,4,2,Fri handel
Hybenvej 16,"Hjallese, 5260 Odense S",1695000.0,2021,85,3,1,Fri handel
Kildebakken 16,"Skt Klemens, 5260 Odense S",2395000.0,2021,120,5,1,Fri handel
Kancellivej 18,"Bolbro, 5200 Odense V",865000.0,2021,160,5,2,Fri handel
Hestehøjvej 77,"Højby, 5260 Odense S",2395000.0,2021,157,6,1,Fri handel
Kartoffelhaven 15,"Bullerup, 5320 Agedrup",1048000.0,2021,170,5,2,Fri handel
Lunden 18,"Bullerup, 5320 Agedrup",1995000.0,2021,105,5,1,Fri handel
Hjejlebakken 168,"Snestrup, 5210 Odense NV",1780000.0,2021,105,5,2,Fri handel
